Score,Armor Class,Armor Name,Weapon Name,Build Name,Subclass Type,Super,Class Ability,Jump,Melee,Grenade,Aspects,Fragment Slots,Fragments,Description
90,Warlock,"Promethium Spur","Edge of Intent","The Radiant Radiance","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Icarus Dash",4,"Ember of Ashes; Ember of Blistering; Ember of Empyrean; Ember of Solace","Promethium Spur synergizes with Edge of Intent by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Icarus Dash) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Titan,"Doom Fang Pauldron","Third Iteration","The Void's Oblivion","Void Titan","Ward of Dawn","Towering Barricade","Strafe Lift","Shield Throw","Suppression Grenade","Bastion; Controlled Demolition",4,"Echo of Cessation; Echo of Remnants; Echo of Undermining; Echo of Starvation","Doom Fang Pauldron synergizes with Third Iteration by void synergy. Focus on weakening foes and feeding the Void for devour. Protect your team with an impenetrable shield. Your aspects (Bastion + Controlled Demolition) amplify this synergy. Additional synergies: Ability: Sentinel Shield, Void Synergy"
90,Hunter,"Mask of Fealty","Salvation's Grip","The Permafrost Harvest","Stasis Hunter","Silence and Squall","Marksman's Dodge","Triple Jump","Withering Blade","Duskfield Grenade","Grim Harvest; Touch of Winter",5,"Whisper of Durance; Whisper of Shards; Whisper of Conduction; Whisper of Rime; Whisper of Chains","Mask of Fealty synergizes with Salvation's Grip by stasis synergy. Focus on freezing targets and shattering crystals. Use your Silence and Squall strategically. Your aspects (Grim Harvest + Touch of Winter) amplify this synergy. Additional synergies: Ability: Withering Blade, Stasis Synergy"
90,Hunter,"Mask of Fealty","Winterbite","The Icebreaker's Shattering","Stasis Hunter","Silence and Squall","Marksman's Dodge","Triple Jump","Withering Blade","Duskfield Grenade","Grim Harvest; Touch of Winter",5,"Whisper of Durance; Whisper of Shards; Whisper of Conduction; Whisper of Rime; Whisper of Chains","Mask of Fealty synergizes with Winterbite by stasis synergy. Focus on freezing targets and shattering crystals. Use your Silence and Squall strategically. Your aspects (Grim Harvest + Touch of Winter) amplify this synergy. Additional synergies: Ability: Withering Blade, Stasis Synergy"
90,Warlock,"Wings of Sacred Dawn","Edge of Intent","The Radiant Radiance","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Icarus Dash",4,"Ember of Ashes; Ember of Blistering; Ember of Empyrean; Ember of Solace","Wings of Sacred Dawn synergizes with Edge of Intent by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Icarus Dash) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Hunter,"Lucky Raspberry","Lodestar","The Lightning's Dominance","Arc Hunter","Gathering Storm","Gambler's Dodge","Triple Jump","Combination Blow","Flashbang Grenade","Flow State; Lethal Current",4,"Spark of Resistance; Spark of Feedback; Spark of Shock; Spark of Ions","Lucky Raspberry synergizes with Lodestar by arc synergy. Focus on chaining lightning and becoming amplified. Summon an arc storm to control the battlefield. Your aspects (Flow State + Lethal Current) amplify this synergy. Additional synergies: Ability: Arcbolt Grenade, Arc Synergy"
90,Titan,"Hallowfire Heart","Edge of Intent","The Solar Flare Ascendance","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Hallowfire Heart synergizes with Edge of Intent by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Titan,"Khepri's Horn","Edge of Intent","The Radiant Immolation","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Khepri's Horn synergizes with Edge of Intent by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Titan,"Khepri's Horn","Prometheus Lens","The Incandescent Ascendance","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Khepri's Horn synergizes with Prometheus Lens by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Titan,"Khepri's Horn","One Thousand Voices","The Solar Flare Ascendance","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Khepri's Horn synergizes with One Thousand Voices by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Titan,"Khepri's Horn","Sunshot","The Solar Flare Fury","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Khepri's Horn synergizes with Sunshot by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Solar Subclass, Solar Synergy"
90,Hunter,"Blight Ranger","Lodestar","The Arc Storm Chaos","Arc Hunter","Gathering Storm","Gambler's Dodge","Triple Jump","Combination Blow","Flashbang Grenade","Flow State; Lethal Current",4,"Spark of Resistance; Spark of Feedback; Spark of Shock; Spark of Ions","Blight Ranger synergizes with Lodestar by arc synergy. Focus on chaining lightning and becoming amplified. Summon an arc storm to control the battlefield. Your aspects (Flow State + Lethal Current) amplify this synergy. Additional synergies: Ability: Arc Staff, Arc Synergy"
90,Warlock,"Rime-coat Raiment","Wicked Implement","The Frozen Harvest","Stasis Warlock","Winter's Wrath","Healing Rift","Strafe Glide","Penumbral Blast","Coldsnap Grenade","Iceflare Bolts; Bleak Watcher",4,"Whisper of Refraction; Whisper of Durance; Whisper of Hedrons; Whisper of Chains","Rime-coat Raiment synergizes with Wicked Implement by stasis synergy. Focus on freezing targets and shattering crystals. Use your Winter's Wrath strategically. Your aspects (Iceflare Bolts + Bleak Watcher) amplify this synergy. Additional synergies: Ability: Bleak Watcher, Stasis Synergy"
90,Warlock,"Rime-coat Raiment","Verglas Curve","The Glacial Freeze","Stasis Warlock","Winter's Wrath","Healing Rift","Strafe Glide","Penumbral Blast","Coldsnap Grenade","Iceflare Bolts; Bleak Watcher",4,"Whisper of Refraction; Whisper of Durance; Whisper of Hedrons; Whisper of Chains","Rime-coat Raiment synergizes with Verglas Curve by stasis synergy. Focus on freezing targets and shattering crystals. Use your Winter's Wrath strategically. Your aspects (Iceflare Bolts + Bleak Watcher) amplify this synergy. Additional synergies: Ability: Bleak Watcher, Stasis Synergy"
90,Titan,"Hoarfrost-Z","Wicked Implement","The Permafrost Grip","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Hoarfrost-Z synergizes with Wicked Implement by stasis synergy. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Ability: Stasis Subclass, Stasis Synergy"
90,Titan,"Hoarfrost-Z","Verglas Curve","The Hoarfrost's Grip","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Hoarfrost-Z synergizes with Verglas Curve by stasis synergy. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Ability: Stasis Subclass, Stasis Synergy"
90,Titan,"Second Chance","Heartshadow","The Voidstalker's Eclipse","Void Titan","Ward of Dawn","Towering Barricade","Strafe Lift","Shield Throw","Suppression Grenade","Bastion; Controlled Demolition",4,"Echo of Cessation; Echo of Remnants; Echo of Undermining; Echo of Starvation","Second Chance synergizes with Heartshadow by void synergy. Focus on weakening foes and feeding the Void for devour. Protect your team with an impenetrable shield. Your aspects (Bastion + Controlled Demolition) amplify this synergy. Additional synergies: Ability: Shield Throw, Void Synergy"
90,Titan,"The Path of Burning Steps","Jötunn","The Sunbreaker's Fury","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","The Path of Burning Steps synergizes with Jötunn by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Roaring Flames, Solar Synergy"
90,Titan,"The Path of Burning Steps","Tommy's Matchbook","The Empyrean Inferno","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","The Path of Burning Steps synergizes with Tommy's Matchbook by solar synergy. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Ability: Roaring Flames, Solar Synergy"
90,Titan,"Icefall Mantle","Cryosthesia 77K","The Glacial Harvest","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Icefall Mantle synergizes with Cryosthesia 77K by stasis synergy. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Ability: Stasis Subclass, Stasis Synergy"
90,Titan,"Icefall Mantle","Verglas Curve","The Glacial Dominion","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Icefall Mantle synergizes with Verglas Curve by stasis synergy. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Ability: Stasis Subclass, Stasis Synergy"
90,Warlock,"Vesper of Radius","Lodestar","The Stormbringer's Discharge","Arc Warlock","Chaos Reach","Healing Rift","Strafe Glide","Ball Lightning","Storm Grenade","Arc Soul; Electrostatic Mind",4,"Spark of Magnitude; Spark of Shock; Spark of Discharge; Spark of Ions","Vesper of Radius synergizes with Lodestar by arc synergy. Focus on chaining lightning and becoming amplified. Channel arc energy to eliminate high-priority targets. Your aspects (Arc Soul + Electrostatic Mind) amplify this synergy. Additional synergies: Ability: Arc Subclass, Arc Synergy"
90,Warlock,"Contraverse Hold","Dead Messenger","The Obsidian Desolation","Void Warlock","Nova Bomb: Cataclysm","Healing Rift","Strafe Glide","Pocket Singularity","Vortex Grenade","Feed the Void; Chaos Accelerant",5,"Echo of Remnants; Echo of Instability; Echo of Starvation; Echo of Undermining; Echo of Expulsion","Contraverse Hold synergizes with Dead Messenger by void synergy. Focus on weakening foes and feeding the Void for devour. Unleash devastating void explosions. Your aspects (Feed the Void + Chaos Accelerant) amplify this synergy. Additional synergies: Ability: Chaos Accelerant, Void Synergy"
90,Warlock,"Contraverse Hold","Heartshadow","The Abyssal Desolation","Void Warlock","Nova Bomb: Cataclysm","Healing Rift","Strafe Glide","Pocket Singularity","Vortex Grenade","Feed the Void; Chaos Accelerant",5,"Echo of Remnants; Echo of Instability; Echo of Starvation; Echo of Undermining; Echo of Expulsion","Contraverse Hold synergizes with Heartshadow by void synergy. Focus on weakening foes and feeding the Void for devour. Unleash devastating void explosions. Your aspects (Feed the Void + Chaos Accelerant) amplify this synergy. Additional synergies: Ability: Chaos Accelerant, Void Synergy"
90,Warlock,"Ballidorse Wrathweavers","Winterbite","The Glacial Dominion","Stasis Warlock","Winter's Wrath","Healing Rift","Strafe Glide","Penumbral Blast","Coldsnap Grenade","Iceflare Bolts; Bleak Watcher",4,"Whisper of Refraction; Whisper of Durance; Whisper of Hedrons; Whisper of Chains","Ballidorse Wrathweavers synergizes with Winterbite by stasis synergy. Focus on freezing targets and shattering crystals. Use your Winter's Wrath strategically. Your aspects (Iceflare Bolts + Bleak Watcher) amplify this synergy. Additional synergies: Ability: Winter's Wrath, Stasis Synergy"
